Energy :  -2.7909E+04

 sample of final configuration

      i       x(i)            y(i)            z(i)           fx(i)           fy(i)           fz(i)
    227 -8.10700000E+00 -3.08580000E+00  4.00840000E+00  2.83170268E+04  7.37619075E+03  1.43572457E+04
    228 -7.17530000E+00 -3.64630000E+00  5.22710000E+00 -6.71125688E+02  2.41565712E+04 -2.25339444E+04
    229 -6.12850000E+00 -5.06470000E-01  5.39730000E+00  6.17142521E+03 -3.87298511E+04  1.76255723E+04
    230 -6.39020000E+00 -1.37280000E+00  4.97180000E+00  5.62682993E+03  2.89225002E+04  1.18693161E+04
    231 -5.78050000E+00 -6.78840000E-01  6.31880000E+00 -1.03106714E+04  7.65974356E+03 -2.93035840E+04
    232 -6.52040000E+00  6.78230000E+00  4.20310000E+00  4.08859239E+04 -1.34213116E+04 -1.13177599E+04
    233 -5.65110000E+00  7.25780000E+00  4.33830000E+00 -3.39645954E+04 -1.24069714E+04 -1.94289904E+03
    234 -6.35690000E+00  5.91510000E+00  3.73270000E+00 -9.30801133E+03  2.64307879E+04  1.57862344E+04
    235 -1.17880000E-02  4.69520000E+00 -7.40940000E-01 -1.86436411E+04 -2.33293029E+04 -3.18718955E+04
    236  2.14160000E-01  4.70400000E+00 -1.71500000E+00 -7.91280034E+03  1.51380197E+02  3.40088492E+04
    237 -7.93610000E-01  4.09160000E+00 -5.85010000E-01  2.52697661E+04  2.10825891E+04 -2.49414349E+03
    238  4.82860000E+00  3.54090000E+00 -1.08770000E+00 -1.18020986E+03  4.29877803E+04 -1.19453988E+04
    239  4.57750000E+00  3.79750000E+00 -2.02110000E+00  4.30197720E+03 -1.06541314E+04  2.62088492E+04
    240  4.98750000E+00  4.36630000E+00 -5.45920000E-01 -4.68663923E+03 -3.25464452E+04 -1.89641754E+04
    241  1.38760000E+00 -7.23270000E+00  1.41290000E+00 -8.59037368E+02 -3.07331346E+04  2.79074850E+04
    242  1.27430000E+00 -8.20440000E+00  1.20530000E+00 -6.73800026E+02  3.31520744E+04  4.51772677E+03
    243  1.28850000E+00 -7.08790000E+00  2.39730000E+00  4.09381774E+03 -1.90789120E+03 -2.86040260E+04
    244 -7.63540000E+00  2.20370000E+00 -5.67110000E+00  3.25417813E+04  1.08141176E+04  2.29088698E+04
    245 -6.89550000E+00  2.79500000E+00 -5.99190000E+00 -2.35034116E+04 -1.63067587E+04  7.82891019E+03
    246 -7.45960000E+00  1.93290000E+00 -4.72460000E+00 -8.31765527E+03  8.34713818E+03 -3.46562032E+04
    247  6.54680000E+00  5.87010000E+00 -3.05410000E+00  2.13733906E+04 -3.91967797E+04 -1.28920522E+03
    248  7.31730000E+00  5.59680000E+00 -2.47810000E+00 -2.87819953E+04  1.39556736E+04 -2.02747398E+04
    249  6.39580000E+00  5.17800000E+00 -3.76000000E+00  3.24389386E+03  2.57132942E+04  2.17530614E+04
    250 -8.24030000E+00  6.28980000E+00  6.39740000E+00  4.48364193E+04 -7.48889677E+03  1.05285682E+04
    251 -7.86290000E+00  6.18750000E+00  7.31780000E+00 -1.85589616E+04  4.79701509E+03 -3.39177376E+04
    252 -7.49350000E+00  6.34060000E+00  5.73430000E+00 -2.83917533E+04  1.34879440E+03  1.74064327E+04
    253 -7.06350000E+00 -1.12400000E+00 -6.51780000E+00 -3.92338957E+02  3.74244298E+04  2.65553717E+04
    254 -6.64970000E+00 -1.07470000E+00 -5.60880000E+00 -1.15764405E+04 -6.95195868E+03 -2.90155349E+04
    255 -7.51820000E+00 -2.57880000E-01 -6.72510000E+00  1.46408196E+04 -3.38611707E+04  5.09599421E+03
    256 -3.49840000E+00 -4.03900000E+00  5.75200000E+00 -2.60694315E+04  2.47269301E+04 -1.27684561E+04
    257 -4.30320000E+00 -3.64920000E+00  6.19950000E+00  2.97984261E+04 -1.58319102E+04 -1.51295470E+04
    258 -3.39720000E+00 -3.64020000E+00  4.84060000E+00 -7.53511740E+02 -1.35837998E+04  2.92294858E+04
    259  3.48010000E+00 -5.61650000E+00 -4.66240000E+00  4.29783514E+04 -1.20368519E+04  3.81564313E+03
    260  4.20740000E+00 -5.56650000E+00 -5.34700000E+00 -2.60352531E+04 -2.83803502E+03  2.01167746E+04
    261  3.83690000E+00 -6.03230000E+00 -3.82600000E+00 -1.57672106E+04  1.67082259E+04 -2.63103843E+04
    262 -5.70600000E+00 -1.73660000E+00  1.75470000E+00 -3.74013114E+04  6.31010931E+03  1.39767307E+04
    263 -6.21870000E+00 -2.41380000E+00  2.28240000E+00  1.84381458E+04  2.04970629E+04 -1.99711712E+04
    264 -6.29860000E+00 -9.59240000E-01  1.54380000E+00  1.95854866E+04 -2.46589869E+04  5.85074994E+03
    265  4.97950000E-01 -1.31620000E+00 -8.26030000E+00  3.27469871E+04 -2.85463750E+04 -1.30947245E+03
    266  1.07370000E+00 -1.43800000E+00  8.12830000E+00 -2.25599482E+04  6.73815106E+03  2.72616857E+04
    267  7.41160000E-01 -1.99910000E+00 -7.57140000E+00 -1.07920217E+04  2.63160181E+04 -2.42451862E+04
    268 -5.13300000E+00  1.68510000E+00  3.59120000E+00 -6.25460993E+03 -3.42478500E+04 -1.64919457E+04
    269 -5.01290000E+00  1.39900000E+00  2.64060000E+00 -2.81460066E+03  1.26159000E+04  3.27782750E+04
    270 -5.40410000E+00  8.97760000E-01  4.14500000E+00  7.78473630E+03  2.69377515E+04 -1.46072344E+04
    271 -1.38810000E+00  8.04160000E+00  2.92660000E+00  5.99984845E+03  3.27881664E+04 -2.96618481E+04
    272 -1.23720000E+00  8.01630000E+00  1.93840000E+00 -3.35283583E+03 -7.86734025E+02  3.60511966E+04
    273 -1.43560000E+00 -8.20480000E+00  3.23280000E+00  1.02902492E+03 -2.97119623E+04 -6.06204743E+03
    274  6.77160000E+00  3.62250000E+00 -5.02820000E+00  3.99106263E+04 -1.78659262E+04  1.95987596E+04
    275  7.69330000E+00  3.70320000E+00 -5.40750000E+00 -3.54219487E+04 -1.96202590E+03  1.13715591E+04
    276  6.79500000E+00  3.04100000E+00 -4.21500000E+00 -5.01317653E+03  1.87295593E+04 -2.59491167E+04
    277  2.74670000E-01  4.44580000E+00 -3.62560000E+00  1.82484892E+04  2.71836017E+04 -2.63906483E+04
    278  8.09690000E-01  5.27310000E+00 -3.45430000E+00 -1.87688681E+04 -3.00002583E+04 -6.56714684E+03
    279  2.30370000E-01  4.27470000E+00 -4.60980000E+00  1.77436689E+03  3.81986397E+03  3.34655305E+04
    280  2.68600000E+00  6.76290000E+00 -4.03830000E+00 -1.07977220E+04  4.17256404E+04  1.74837571E+04
    281  2.14390000E+00  7.47430000E+00 -4.48560000E+00  2.10222293E+04 -2.95677785E+04  1.41598260E+04
    282  3.05830000E+00  7.11670000E+00 -3.18030000E+00 -8.26099072E+03 -1.61836910E+04 -2.77881639E+04
    283 -2.98690000E+00  7.94340000E-01  1.13430000E+00  8.66480241E+03 -4.23942156E+04  5.38130290E+03
    284 -2.52550000E+00  4.42980000E-01  1.94890000E+00 -1.17772974E+04  1.48148211E+04 -2.39314529E+04
    285 -3.17960000E+00  3.90320000E-02  5.07840000E-01  5.37124085E+03  2.75878822E+04  1.88515719E+04
    286  4.08640000E+00 -6.41960000E+00 -1.76560000E+00  2.48911864E+04 -3.41193677E+04  1.29265311E+04
    287  4.76720000E+00 -6.31520000E+00 -1.04060000E+00 -2.31547515E+04  1.13208706E+03 -2.46481867E+04
    288  4.10880000E+00 -7.35740000E+00 -2.11210000E+00 -2.34694553E+03  3.45110210E+04  1.28630932E+04
    289 -3.36030000E+00 -2.28890000E+00  3.31190000E+00 -4.74955876E+03  3.56213883E+04 -2.16326504E+04
    290 -4.23940000E+00 -2.05220000E+00  2.89830000E+00  2.78834104E+04 -1.10709122E+04  1.27106002E+04
    291 -2.69770000E+00 -1.56350000E+00  3.12540000E+00 -1.99152918E+04 -2.45118728E+04  8.25360387E+03
    292  6.72700000E+00  5.03790000E+00  5.60590000E+00  3.33690079E+04 -2.30213742E+04  5.68511976E+03
    293  6.84580000E+00  4.04660000E+00  5.66310000E+00 -4.90723125E+03  3.20100874E+04 -4.04475818E+03
    294  7.61900000E+00  5.48520000E+00  5.67110000E+00 -2.92118386E+04 -9.88246320E+03  7.12692813E+02
    295 -7.48900000E+00 -5.57590000E+00 -2.93910000E+00  3.54109786E+04  2.23303000E+04  5.13385332E+03
    296 -7.40710000E+00 -4.83790000E+00 -2.26930000E+00 -8.62129555E+03 -2.23428968E+04 -1.86974192E+04
    297 -6.60500000E+00 -5.72370000E+00 -3.38270000E+00 -2.66890378E+04  6.22352053E+02  1.46600307E+04
    298  2.40330000E+00 -8.38120000E-01  5.45190000E+00  2.65992627E+04  1.88325383E+04 -3.17172265E+04
    299  2.62940000E+00  1.28880000E-01  5.56930000E+00 -9.71060943E+03 -2.82791421E+04 -3.69965303E+02
    300  2.73890000E+00 -1.15400000E+00  4.56440000E+00 -1.50021068E+04  1.12730466E+04  3.10782248E+04
    301  4.21000000E+00  7.44110000E+00  7.29610000E+00 -3.31144073E+04 -2.73096050E+04 -1.85652332E+04
    302  3.38930000E+00  7.03950000E+00  7.70260000E+00  3.20347979E+04  1.52923140E+04 -1.30698176E+04
    303  4.34180000E+00  7.07180000E+00  6.37620000E+00 -1.98741426E+03  1.58154953E+04  3.07707955E+04
    304 -8.46540000E+00  3.17050000E+00  3.56380000E+00  3.85787705E+04 -4.11772485E+03  2.45055581E+04
    305 -7.58800000E+00  3.60900000E+00  3.36910000E+00 -3.17765524E+04 -1.28470338E+04  4.32057185E+03
    306 -8.40840000E+00  2.68190000E+00  4.43440000E+00 -7.60905254E+03  1.76984996E+04 -3.27272308E+04
    307  7.89040000E+00  1.33950000E+00 -7.75310000E+00  3.80630527E+04  3.07690785E+04 -6.68418034E+03
    308  8.40580000E+00  1.77260000E+00 -7.01370000E+00 -1.82973633E+04 -1.67179724E+04 -2.04255360E+04
    309  8.31830000E+00  1.55710000E+00  8.56680000E+00 -1.95969669E+04 -1.13426533E+04  3.12486504E+04
    310  8.58660000E-02  5.31940000E+00  6.22150000E+00  1.86682516E+04  3.48606770E+04 -1.25878001E+04
    311  4.59610000E-01  5.49920000E+00  5.31160000E+00 -1.53733813E+04 -6.56301162E+03  2.56256331E+04
    312  1.47930000E-01  6.14810000E+00  6.77760000E+00 -3.50180196E+03 -3.22623447E+04 -1.66284435E+04
    313  4.71800000E+00 -4.23190000E+00  4.15770000E+00 -8.23035467E+03 -2.63768468E+04 -2.75445677E+04
    314  4.07610000E+00 -4.16350000E+00  3.39400000E+00  2.21915388E+04 -4.06046334E+01  2.35381121E+04
    315  5.18960000E+00 -5.11290000E+00  4.11960000E+00 -1.49279241E+04  2.91143906E+04  4.57549917E+03
    316 -2.45650000E+00 -2.29250000E-01  5.97580000E+00 -3.09461203E+04 -1.23238469E+04  3.22906731E+04
    317 -3.24510000E+00 -8.42980000E-01  5.93780000E+00  2.98252345E+04  2.29820633E+04 -1.61254462E+03
    318 -2.36630000E+00  1.41630000E-01  6.90010000E+00 -5.94331610E+02 -9.54074154E+03 -3.45646731E+04
    319  5.94680000E+00  6.30360000E+00  7.15340000E-01 -1.41565721E+04 -1.74349971E+04  4.11455225E+04
    320  5.57990000E+00  6.79320000E+00  1.50640000E+00  1.61350762E+04 -1.62498355E+04 -3.16405279E+04
    321  6.17040000E+00  5.36500000E+00  9.77970000E-01 -1.17845904E+03  2.90864495E+04 -8.92154009E+03
    322 -6.06360000E+00  7.78850000E+00  1.02540000E+00 -1.06975051E+04  4.39712622E+04  3.82445892E+03
    323 -6.37930000E+00  8.20190000E+00  1.87950000E+00  8.63008212E+03 -1.55500786E+04 -2.76831516E+04
    324 -6.09940000E+00  8.46790000E+00  2.92460000E-01  3.46770249E+03 -2.58706183E+04  2.46475548E+04
    325  3.18610000E-01  7.61730000E+00  5.18760000E-01  1.49382929E+04 -3.42969754E+04 -2.47586368E+04
    326  1.26520000E+00  7.30110000E+00  4.55730000E-01 -3.31669364E+04  1.22518446E+04  6.36235139E+03
    327 -2.63780000E-01  7.04440000E+00 -5.79820000E-02  2.01171021E+04  2.19288987E+04  2.19786530E+04
    328  5.18020000E+00 -2.07390000E+00  5.70090000E+00 -3.56463369E+04 -1.36484198E+04 -2.15867156E+04
    329  5.19950000E+00 -2.86320000E+00  5.08730000E+00  1.52247752E+03  2.27891218E+04  1.98616276E+04
    330  4.24440000E+00 -1.72830000E+00  5.77100000E+00  3.53632484E+04 -1.01669871E+04  7.92107398E+02
    331  2.20490000E-01  2.57910000E+00  5.68320000E+00 -2.29323979E+04  3.16379867E+04 -6.36699841E+03
    332  2.93190000E-01  3.48500000E+00  6.10030000E+00 -2.09984550E+03 -2.79117008E+04 -1.39033082E+04
    333 -6.18580000E-01  2.52730000E+00  5.14160000E+00  2.56855341E+04 -6.35285778E+02  1.79862297E+04
    334 -8.31710000E+00  3.21410000E+00 -1.84320000E+00 -1.53643612E+04 -3.38218524E+04 -1.65083372E+04
    335  7.89100000E+00  3.07310000E+00 -1.88700000E+00  3.22136647E+04  3.97838201E+03 -5.86907984E+02
    336 -7.84790000E+00  2.38420000E+00 -2.14490000E+00 -1.30289816E+04  2.64865096E+04  1.14988139E+04
    337 -5.91410000E+00 -1.50170000E+00 -4.11880000E+00  3.82640885E+04 -5.31976292E+03  9.73377528E+03
    338 -5.22520000E+00 -7.91120000E-01 -3.97560000E+00 -2.01173709E+04 -1.83735601E+04 -6.80627454E+03
    339 -5.50130000E+00 -2.40090000E+00 -3.97350000E+00 -1.67424367E+04  3.21019595E+04 -6.22356698E+03
    340 -1.93710000E+00 -4.06680000E+00 -4.69350000E-02 -1.85817430E+04  6.63597670E+03 -3.69669043E+04
    341 -2.86040000E+00 -3.71300000E+00 -1.96870000E-01  3.22878029E+04 -1.28349334E+04  7.08690897E+03
    342 -1.49050000E+00 -4.21860000E+00 -9.28690000E-01 -1.16042767E+04  3.48864471E+03  2.84794471E+04
    343  2.84830000E+00  1.76900000E+00  5.77470000E+00 -6.74070386E+03  2.58156359E+04  2.33907222E+04
    344  3.48820000E+00  2.39740000E+00  6.21690000E+00 -1.91628030E+04 -1.88646705E+04 -1.34267107E+04
    345  1.91580000E+00  1.98190000E+00  6.06660000E+00  2.70664253E+04 -7.66382632E+03 -1.27157630E+04
    346 -1.76770000E+00 -1.34910000E+00 -4.30070000E+00  3.90736188E+04  5.76831317E+02  1.02875659E+04
    347 -1.43050000E+00 -8.68360000E-01 -3.49130000E+00 -1.27477488E+04 -1.41688318E+04 -2.46303148E+04
    348 -1.01460000E+00 -1.84640000E+00 -4.73150000E+00 -2.66815788E+04  1.32998296E+04  1.47658585E+04
    349  1.29740000E+00 -6.76010000E+00  4.01600000E+00 -2.98391690E+04  1.53343957E+02  2.61361783E+04
    350  1.55470000E+00 -6.69570000E+00  4.98020000E+00 -6.35013582E+03 -1.25647867E+03 -3.01509386E+04
    351  3.01810000E-01 -6.81360000E+00  3.93900000E+00  3.12469490E+04  2.59643948E+03  1.40636428E+03
    352  8.06000000E+00 -6.08760000E+00 -6.72220000E+00  2.98817593E+04 -3.13497484E+04  3.33047675E+03
    353 -8.15640000E+00 -5.89940000E+00 -6.77380000E+00 -3.65499475E+04 -4.12895325E+03  1.16614333E+03
    354  7.91420000E+00 -7.07070000E+00 -6.61140000E+00  2.65827506E+03  3.62743418E+04 -4.25534592E+03
    355  4.82710000E-01  4.22900000E+00 -6.68270000E+00 -3.81845534E+04 -1.47351779E+04 -2.09464428E+04
    356  1.93300000E-01  3.27180000E+00 -6.67570000E+00  1.26777042E+04  3.13585873E+04  4.03877407E+02
    357 -1.33460000E-01  4.75980000E+00 -7.26460000E+00  2.43069145E+04 -1.81086834E+04  2.05863363E+04
    358 -1.32530000E+00  1.76540000E-01 -1.91410000E+00 -1.17644406E+04 -7.44559742E+03  4.16632286E+04
    359 -6.60910000E-01  2.83850000E-01 -1.17450000E+00 -1.93718915E+04 -2.94497767E+03 -2.39551209E+04
    360 -2.22380000E+00 -3.21790000E-02 -1.52810000E+00  3.17980896E+04  7.19796309E+03 -1.60288097E+04
    361 -2.62360000E+00  3.23400000E+00 -4.25100000E-01 -1.65721665E+04 -3.36572448E+03  3.52977804E+04
    362 -3.12360000E+00  3.93370000E+00  8.51280000E-02  1.56055897E+04 -2.15319601E+04 -2.09541343E+04
    363 -2.64980000E+00  2.37070000E+00  7.88830000E-02  1.32367387E+03  2.57969450E+04 -1.73739398E+04
    364  7.34520000E+00 -4.64160000E+00 -4.09040000E+00  2.16419087E+04 -2.36548104E+04 -2.70372367E+04
    365  7.11550000E+00 -4.92150000E+00 -5.02260000E+00  7.24078249E+03  1.07261886E+04  3.30529837E+04
    366  8.20270000E+00 -5.07510000E+00 -3.81340000E+00 -2.80896189E+04  1.47563774E+04 -3.90132389E+03
    367 -4.33640000E+00  8.29750000E+00  5.35720000E+00  1.58981492E+04 -4.12721621E+04  5.71349676E+03
    368 -4.32460000E+00  7.81580000E+00  6.23350000E+00  1.31124482E+02  2.01970975E+04 -2.76914566E+04
    369 -3.84640000E+00  7.75750000E+00  4.67290000E+00 -1.46431511E+04  2.42416558E+04  2.38310922E+04
    370  2.52730000E+00 -1.81660000E+00 -4.31220000E+00  3.92701685E+04 -8.00015503E+03 -1.52366475E+04
    371  3.27600000E+00 -1.94560000E+00 -3.66190000E+00 -2.75986555E+04  6.50149225E+03 -1.98310227E+04
    372  2.87270000E+00 -1.92350000E+00 -5.24450000E+00 -1.17575629E+04  2.68628025E+03  2.95334391E+04
    373  4.14860000E+00 -7.17380000E+00  8.28200000E+00 -9.99352075E+02 -8.20130327E+03 -4.27139599E+04
    374  4.38930000E+00 -6.62230000E+00  7.48330000E+00 -7.40305494E+03 -1.94016096E+04  3.07579475E+04
    375  3.90780000E+00 -8.09900000E+00  7.98860000E+00  1.19771160E+04  2.73654698E+04  1.17937471E+04
    376  3.38200000E+00 -1.04010000E-01 -1.72420000E+00  1.33531587E+04  2.70852499E+04 -2.81510024E+04
    377  2.78630000E+00  6.41940000E-01 -2.02200000E+00  1.67650047E+04 -2.54368390E+04  1.22279757E+04
    378  4.26500000E+00 -3.15860000E-02 -2.18800000E+00 -2.96687079E+04 -4.93042818E+03  1.44811295E+04
    379 -8.81650000E-01 -4.83710000E+00 -7.49750000E+00  8.05938327E+03  3.03542875E+04  3.32847663E+04
    380 -1.14570000E+00 -3.87270000E+00 -7.48280000E+00  8.98993386E+03 -3.72534566E+04 -2.79366205E+03
    381 -3.51430000E-01 -5.05060000E+00 -6.67690000E+00 -1.68438690E+04  3.43745146E+03 -2.88538392E+04
    382  3.60550000E+00  4.64440000E+00  2.84870000E+00 -9.77351536E+03 -3.21213409E+04 -6.74764255E+03
    383  3.98930000E+00  3.92120000E+00  3.42280000E+00 -1.09368221E+04  2.28403165E+04 -1.95402058E+04
    384  3.06120000E+00  4.23570000E+00  2.11620000E+00  1.79002421E+04  1.20512236E+04  2.41905743E+04
    385 -8.60190000E-01 -8.58820000E+00  7.30770000E+00  2.97640649E+04  3.12955481E+04  2.51101456E+03
    386 -1.00880000E+00 -7.72210000E+00  6.83060000E+00  1.00392918E+03 -3.05273031E+04  1.44825141E+04
    387  6.48130000E-02  8.59130000E+00  7.68730000E+00 -3.48442463E+04 -1.09495823E+03 -1.54516328E+04
    388  5.57960000E+00 -6.98350000E+00  4.31220000E+00 -1.19838145E+03 -3.75149885E+04 -1.63570621E+04
    389  5.17240000E+00 -7.21040000E+00  3.42750000E+00  9.34928886E+03  8.01199548E+03  2.86256199E+04
    390  5.81890000E+00 -7.82560000E+00  4.79540000E+00 -9.53897699E+03  3.22013772E+04 -1.58091346E+04
    391 -1.34020000E+00 -4.10460000E+00  2.63600000E+00 -1.84360746E+04  2.55493762E+04 -2.50308576E+04
    392 -1.94080000E+00 -3.35790000E+00  2.92200000E+00  1.90296129E+04 -2.72742631E+04 -7.56526244E+03
    393 -1.21470000E+00 -4.07100000E+00  1.64450000E+00 -5.56388597E+03 -3.18282926E+03  3.11563690E+04
    394  4.42790000E+00  7.05460000E+00 -1.72400000E+00  2.93077757E+04 -2.60835743E+04  1.09619724E+04
    395  4.62470000E+00  6.75350000E+00 -7.90890000E-01 -5.60143757E+03  1.33478335E+04 -3.24647755E+04
    396  5.11550000E+00  6.68190000E+00 -2.34700000E+00 -1.98624000E+04  1.25167188E+04  1.82692545E+04
    397 -4.61430000E+00  5.66630000E+00 -2.46550000E+00  3.38816679E+04  2.61054194E+04  1.37681658E+04
    398 -4.23530000E+00  5.63620000E+00 -1.54060000E+00 -1.62497650E+04 -2.63743289E+03 -3.11622516E+04
    399 -4.09480000E+00  6.31790000E+00 -3.01810000E+00 -2.28074523E+04 -2.57361474E+04  1.83290496E+04
    400 -5.95130000E+00 -3.82080000E+00 -7.05770000E+00 -1.20876665E+04  3.84515215E+04  5.79665899E+03
    401 -5.33770000E+00 -3.03250000E+00 -7.01210000E+00 -2.03247760E+04 -2.86382262E+04 -1.02106706E+03
    402 -6.89360000E+00 -3.51910000E+00 -6.91230000E+00  3.45198041E+04 -1.04167978E+04 -4.68242764E+03
    403  7.01220000E-01  1.82400000E+00  3.02150000E+00  3.12226652E+04  2.65503503E+04  1.19019809E+04
    404  1.22860000E+00  2.42450000E+00  2.42050000E+00 -1.98165732E+04 -2.03677981E+04  1.67622117E+04
    405  9.51420000E-01  2.00100000E+00  3.97340000E+00 -1.18714287E+04 -7.20437583E+03 -3.06133233E+04
    406 -5.72060000E+00  4.04390000E+00 -6.06880000E+00  1.39158547E+04  2.61303261E+04  2.51794817E+04
    407 -5.96250000E+00  4.22930000E+00 -5.11640000E+00  4.63804735E+03 -4.45050465E+03 -3.02514232E+04
    408 -5.13400000E+00  4.77700000E+00 -6.41300000E+00 -1.84739222E+04 -1.90641247E+04  8.13986009E+03
    409  2.88980000E+00 -7.01260000E-01  1.97030000E+00 -3.55034681E+04  2.14292357E+04 -2.29566796E+04
    410  2.40580000E+00 -1.14290000E+00  1.21480000E+00  2.07877306E+04  8.85658293E+03  2.48353440E+04
    411  2.51530000E+00  2.14320000E-01  2.11680000E+00  1.69145108E+04 -3.36699086E+04 -2.76460762E+03
    412  6.74850000E+00  2.22250000E+00  5.76760000E+00 -2.24426102E+04 -2.54211119E+04  2.36939577E+04
    413  6.94010000E+00  1.24120000E+00  5.74670000E+00 -3.05849320E+03  2.93208551E+04  1.72854800E+03
    414  6.03860000E+00  2.40960000E+00  6.44650000E+00  2.43100598E+04 -3.75360810E+03 -2.32969509E+04
    415 -1.86380000E+00 -5.96590000E+00  6.50960000E+00 -6.56551855E+03  3.36764800E+04  2.45036732E+04
    416 -2.52340000E+00 -5.23570000E+00  6.33120000E+00  2.21781286E+04 -1.95212053E+04  7.17023175E+02
    417 -1.35150000E+00 -5.75680000E+00  7.34250000E+00 -1.64721737E+04 -8.55670990E+03 -2.97289390E+04
    418  2.77890000E-01  4.36200000E-01  2.86100000E-01  1.79058808E+04 -2.14265732E+04  4.22132108E+04
    419  2.54480000E-01  8.35860000E-01  1.16750000E+00 -1.94263119E+03 -1.09994770E+04 -3.55318077E+04
    420  7.28540000E-01 -4.09940000E-01  4.25700000E-01 -1.89462158E+04  3.19927601E+04 -1.11069294E+04

