Energy : -2.7909E+04

sample of starting configuration

      i       x(i)            y(i)            z(i)           fx(i)           fy(i)           fz(i)
    223 -2.79600000E+00  9.09430000E-01 -8.33720000E+00 -4.53860000E+03 -7.82770000E+03 -8.74310000E+03
    224 -3.22450000E+00  1.28770000E+00 -7.51660000E+00  1.37520000E+03  6.42590000E+03  5.95120000E+03
    225 -1.80280000E+00  9.01520000E-01 -8.22170000E+00  5.57080000E+03  3.35830000E+03  5.11110000E+03
    226 -7.25100000E+00 -2.95500000E+00  4.50850000E+00  7.95250000E+03  7.65760000E+03 -1.64640000E+03
    227 -8.10700000E+00 -3.08580000E+00  4.00840000E+00 -6.68470000E+03 -1.73940000E+03 -2.48740000E+03
    228 -7.17530000E+00 -3.64630000E+00  5.22710000E+00 -2.13160000E+03 -5.13000000E+03  4.49390000E+03
    229 -6.12850000E+00 -5.06470000E-01  5.39730000E+00  9.76610000E+02  1.28470000E+04 -7.50640000E+03
    230 -6.39020000E+00 -1.37280000E+00  4.97180000E+00 -3.32690000E+03 -7.82380000E+03 -7.85190000E+02
    231 -5.78050000E+00 -6.78840000E-01  6.31880000E+00  2.67190000E+03 -4.10930000E+03  6.51390000E+03
    232 -6.52040000E+00  6.78230000E+00  4.20310000E+00 -6.72050000E+03  2.78820000E+03  4.39390000E+03
    233 -5.65110000E+00  7.25780000E+00  4.33830000E+00  2.84560000E+03  2.60560000E+03  1.12070000E+03
    234 -6.35690000E+00  5.91510000E+00  3.73270000E+00  2.11060000E+03 -6.87160000E+03 -2.93950000E+03
    235 -1.17880000E-02  4.69520000E+00 -7.40940000E-01  6.44660000E+03  6.15200000E+03  6.98690000E+03
    236  2.14160000E-01  4.70400000E+00 -1.71500000E+00 -2.76000000E+03 -2.73060000E+03 -5.44540000E+03
    237 -7.93610000E-01  4.09160000E+00 -5.85010000E-01 -5.85070000E+03 -3.84260000E+03 -1.28810000E+03
    238  4.82860000E+00  3.54090000E+00 -1.08770000E+00  5.38970000E+03 -8.37900000E+03  1.71850000E+04
    239  4.57750000E+00  3.79750000E+00 -2.02110000E+00 -5.22700000E+03  4.37170000E+03 -9.47210000E+03
    240  4.98750000E+00  4.36630000E+00 -5.45920000E-01  5.39100000E+02  2.95300000E+03 -1.57160000E+03
    241  1.38760000E+00 -7.23270000E+00  1.41290000E+00  7.46380000E+03  1.14150000E+04 -1.64570000E+04
    242  1.27430000E+00 -8.20440000E+00  1.20530000E+00 -5.90460000E+03 -6.24000000E+03  1.20780000E+03
    243  1.28850000E+00 -7.08790000E+00  2.39730000E+00 -6.15770000E+02 -1.12570000E+03  1.09930000E+04
    244 -7.63540000E+00  2.20370000E+00 -5.67110000E+00 -1.30040000E+04 -8.61420000E+03 -2.14950000E+03
    245 -6.89550000E+00  2.79500000E+00 -5.99190000E+00  8.04210000E+03  6.69120000E+03 -3.57750000E+02
    246 -7.45960000E+00  1.93290000E+00 -4.72460000E+00  2.92080000E+03  3.17340000E+02  2.75910000E+03
    247  6.54680000E+00  5.87010000E+00 -3.05410000E+00 -3.53720000E+03  4.87060000E+03  3.33390000E+03
    248  7.31730000E+00  5.59680000E+00 -2.47810000E+00  2.26150000E+03 -1.05540000E+03 -2.47500000E+02
    249  6.39580000E+00  5.17800000E+00 -3.76000000E+00  1.13040000E+03 -4.36460000E+03 -4.34210000E+03
    250 -8.24030000E+00  6.28980000E+00  6.39740000E+00 -2.95990000E+03 -1.88940000E+03  3.72690000E+03
    251 -7.86290000E+00  6.18750000E+00  7.31780000E+00  1.04730000E+03  8.40230000E+02  5.86220000E+02
    252 -7.49350000E+00  6.34060000E+00  5.73430000E+00  4.51670000E+03  2.90420000E+03 -5.07660000E+03
    253 -7.06350000E+00 -1.12400000E+00 -6.51780000E+00 -2.46340000E+03 -2.63340000E+03 -1.29290000E+04
    254 -6.64970000E+00 -1.07470000E+00 -5.60880000E+00  3.09770000E+03 -2.72340000E+02  7.46620000E+03
    255 -7.51820000E+00 -2.57880000E-01 -6.72510000E+00 -1.94530000E+03  2.21980000E+03  1.39670000E+03
    256 -3.49840000E+00 -4.03900000E+00  5.75200000E+00  2.13240000E+03 -2.10110000E+03  6.27100000E+03
    257 -4.30320000E+00 -3.64920000E+00  6.19950000E+00 -2.94230000E+03  2.42240000E+03 -1.50850000E+03
    258 -3.39720000E+00 -3.64020000E+00  4.84060000E+00 -8.86080000E+02  4.99270000E+03 -6.06070000E+03
    259  3.48010000E+00 -5.61650000E+00 -4.66240000E+00 -8.87370000E+03  3.07090000E+03 -2.16980000E+03
    260  4.20740000E+00 -5.56650000E+00 -5.34700000E+00  5.94140000E+03 -3.00060000E+03 -3.69770000E+03
    261  3.83690000E+00 -6.03230000E+00 -3.82600000E+00  2.88950000E+03 -2.21560000E+02  4.61890000E+03
    262 -5.70600000E+00 -1.73660000E+00  1.75470000E+00  1.33640000E+04  9.91680000E+02 -7.57230000E+02
    263 -6.21870000E+00 -2.41380000E+00  2.28240000E+00 -5.94240000E+03 -3.34340000E+03  7.20200000E+02
    264 -6.29860000E+00 -9.59240000E-01  1.54380000E+00 -7.66510000E+03  3.85440000E+03 -4.48000000E+01
    265  4.97950000E-01 -1.31620000E+00 -8.26030000E+00 -3.52130000E+03  1.86680000E+03  4.77240000E+02
    266  1.07370000E+00 -1.43800000E+00  8.12830000E+00  2.37270000E+03 -1.91350000E+03 -2.36170000E+03
    267  7.41160000E-01 -1.99910000E+00 -7.57140000E+00  2.34050000E+03 -2.58360000E+03 -6.99880000E+01
    268 -5.13300000E+00  1.68510000E+00  3.59120000E+00  3.40740000E+03  2.07160000E+03  5.55630000E+01
    269 -5.01290000E+00  1.39900000E+00  2.64060000E+00  6.91380000E+02 -3.43880000E+03 -3.56770000E+03
    270 -5.40410000E+00  8.97760000E-01  4.14500000E+00 -2.78460000E+03 -7.14910000E+03  3.19170000E+03
    271 -1.38810000E+00  8.04160000E+00  2.92660000E+00 -1.56290000E+03 -1.35590000E+04  1.30310000E+03
    272 -1.23720000E+00  8.01630000E+00  1.93840000E+00  2.63460000E+03  3.26990000E+03 -3.19110000E+03
    273 -1.43560000E+00 -8.20480000E+00  3.23280000E+00 -1.15620000E+02  9.24800000E+03  1.20430000E+03
    274  6.77160000E+00  3.62250000E+00 -5.02820000E+00 -4.04410000E+03  7.18170000E+03 -4.33540000E+03
    275  7.69330000E+00  3.70320000E+00 -5.40750000E+00  2.82200000E+03 -1.74700000E+03  4.60250000E+01
    276  6.79500000E+00  3.04100000E+00 -4.21500000E+00  8.94820000E+02 -4.88200000E+03  5.64290000E+03
    277  2.74670000E-01  4.44580000E+00 -3.62560000E+00 -4.49510000E+03 -2.04340000E+03  9.42590000E+03
    278  8.09690000E-01  5.27310000E+00 -3.45430000E+00  3.11440000E+03  3.28590000E+03 -4.76080000E+03
    279  2.30370000E-01  4.27470000E+00 -4.60980000E+00  2.80940000E+03  1.17190000E+03 -6.31540000E+03
    280  2.68600000E+00  6.76290000E+00 -4.03830000E+00 -5.05530000E+03 -5.97850000E+03 -4.18090000E+03
    281  2.14390000E+00  7.47430000E+00 -4.48560000E+00  6.02070000E+02  1.74380000E+03  2.63920000E+02
    282  3.05830000E+00  7.11670000E+00 -3.18030000E+00  4.22460000E+03  2.25860000E+03  5.29350000E+03
    283 -2.98690000E+00  7.94340000E-01  1.13430000E+00 -7.16900000E+03  1.17040000E+04 -6.64530000E+03
    284 -2.52550000E+00  4.42980000E-01  1.94890000E+00  6.22560000E+03 -3.78640000E+03  6.37230000E+03
    285 -3.17960000E+00  3.90320000E-02  5.07840000E-01 -1.09850000E+02 -5.53580000E+03 -2.70930000E+03
    286  4.08640000E+00 -6.41960000E+00 -1.76560000E+00 -6.50700000E+03  2.39110000E+03 -6.13570000E+03
    287  4.76720000E+00 -6.31520000E+00 -1.04060000E+00  5.11310000E+03  4.19640000E+02  3.46930000E+03
    288  4.10880000E+00 -7.35740000E+00 -2.11210000E+00  2.22920000E+03 -3.70760000E+03  2.42700000E+03
    289 -3.36030000E+00 -2.28890000E+00  3.31190000E+00  2.43910000E+03 -9.13180000E+03  7.79090000E+03
    290 -4.23940000E+00 -2.05220000E+00  2.89830000E+00 -4.92110000E+03  2.60350000E+03 -5.40070000E+03
    291 -2.69770000E+00 -1.56350000E+00  3.12540000E+00  2.75620000E+03  6.73710000E+03 -1.68220000E+03
    292  6.72700000E+00  5.03790000E+00  5.60590000E+00 -1.78680000E+04  3.66200000E+03 -4.10580000E+03
    293  6.84580000E+00  4.04660000E+00  5.66310000E+00  4.78900000E+03 -6.57240000E+03 -1.32870000E+03
    294  7.61900000E+00  5.48520000E+00  5.67110000E+00  8.31990000E+03  3.31980000E+03  3.73290000E+03
    295 -7.48900000E+00 -5.57590000E+00 -2.93910000E+00 -1.28050000E+04 -5.70920000E+03 -6.37100000E+03
    296 -7.40710000E+00 -4.83790000E+00 -2.26930000E+00 -4.94750000E+02  7.38610000E+03  6.62550000E+03
    297 -6.60500000E+00 -5.72370000E+00 -3.38270000E+00  1.03020000E+04 -1.53370000E+03 -9.04780000E+01
    298  2.40330000E+00 -8.38120000E-01  5.45190000E+00 -1.97120000E+03 -1.68820000E+04  2.26150000E+03
    299  2.62940000E+00  1.28880000E-01  5.56930000E+00  1.44380000E+03  1.00060000E+04 -2.58110000E+02
    300  2.73890000E+00 -1.15400000E+00  4.56440000E+00  9.63590000E+01  3.38790000E+03 -4.97810000E+03
    301  4.21000000E+00  7.44110000E+00  7.29610000E+00 -1.00900000E+03  4.05720000E+03  4.88100000E+03
    302  3.38930000E+00  7.03950000E+00  7.70260000E+00 -1.19310000E+03 -3.30020000E+03 -1.19660000E+03
    303  4.34180000E+00  7.07180000E+00  6.37620000E+00 -9.36350000E+02 -1.61000000E+03 -5.08940000E+03
    304 -8.46540000E+00  3.17050000E+00  3.56380000E+00 -3.76760000E+03 -2.95410000E+03 -5.28760000E+03
    305 -7.58800000E+00  3.60900000E+00  3.36910000E+00  4.80930000E+03  2.66630000E+03  9.43450000E+02
    306 -8.40840000E+00  2.68190000E+00  4.43440000E+00 -5.52380000E+02 -1.60190000E+02  2.24000000E+03
    307  7.89040000E+00  1.33950000E+00 -7.75310000E+00 -6.76890000E+03 -2.28180000E+03 -3.49060000E+03
    308  8.40580000E+00  1.77260000E+00 -7.01370000E+00  5.31520000E+03  2.37220000E+03  5.50070000E+03
    309  8.31830000E+00  1.55710000E+00  8.56680000E+00  7.09970000E+02 -1.04700000E+02 -9.11620000E+02
    310  8.58660000E-02  5.31940000E+00  6.22150000E+00 -3.40800000E+03 -1.06870000E+04  9.49450000E+03
    311  4.59610000E-01  5.49920000E+00  5.31160000E+00  4.13720000E+02  5.32290000E+03 -9.01210000E+03
    312  1.47930000E-01  6.14810000E+00  6.77760000E+00  1.07170000E+03  2.99080000E+03  1.51390000E+03
    313  4.71800000E+00 -4.23190000E+00  4.15770000E+00  3.92570000E+02  8.42730000E+03  9.40820000E+03
    314  4.07610000E+00 -4.16350000E+00  3.39400000E+00 -1.82590000E+03 -1.93740000E+03 -8.24930000E+03
    315  5.18960000E+00 -5.11290000E+00  4.11960000E+00  1.12660000E+03 -6.94710000E+03 -1.09610000E+03
    316 -2.45650000E+00 -2.29250000E-01  5.97580000E+00  1.08130000E+03 -1.70450000E+03 -5.51100000E+03
    317 -3.24510000E+00 -8.42980000E-01  5.93780000E+00 -2.30490000E+03 -4.08820000E+02  1.77780000E+03
    318 -2.36630000E+00  1.41630000E-01  6.90010000E+00 -1.10080000E+03  2.50820000E+03  3.46690000E+03
    319  5.94680000E+00  6.30360000E+00  7.15340000E-01 -8.64570000E+03  8.33610000E+03 -8.15150000E+03
    320  5.57990000E+00  6.79320000E+00  1.50640000E+00  2.16590000E+03 -1.03880000E+03  2.47020000E+03
    321  6.17040000E+00  5.36500000E+00  9.77970000E-01  6.10320000E+03 -7.10390000E+03  6.17590000E+03
    322 -6.06360000E+00  7.78850000E+00  1.02540000E+00  7.85830000E+03 -1.23490000E+04 -4.97100000E+03
    323 -6.37930000E+00  8.20190000E+00  1.87950000E+00 -4.63060000E+03  5.17640000E+03  3.72160000E+03
    324 -6.09940000E+00  8.46790000E+00  2.92460000E-01  3.03880000E+02  4.44360000E+03 -1.08870000E+03
    325  3.18610000E-01  7.61730000E+00  5.18760000E-01 -5.52470000E+03  2.52760000E+03  5.72600000E+02
    326  1.26520000E+00  7.30110000E+00  4.55730000E-01  2.85240000E+03 -3.89730000E+03  6.52270000E+02
    327 -2.63780000E-01  7.04440000E+00 -5.79820000E-02  1.10840000E+03 -3.45160000E+03 -2.21290000E+03
    328  5.18020000E+00 -2.07390000E+00  5.70090000E+00  6.20410000E+03  1.01970000E+04  7.36080000E+03
    329  5.19950000E+00 -2.86320000E+00  5.08730000E+00 -2.69350000E+03 -8.00180000E+03 -5.14030000E+03
    330  4.24440000E+00 -1.72830000E+00  5.77100000E+00 -3.21920000E+03 -1.11800000E+02  4.02850000E+02
    331  2.20490000E-01  2.57910000E+00  5.68320000E+00  1.04320000E+04 -1.00080000E+04  3.68660000E+03
    332  2.93190000E-01  3.48500000E+00  6.10030000E+00 -3.59300000E+03  9.28080000E+03  4.53100000E+02
    333 -6.18580000E-01  2.52730000E+00  5.14160000E+00 -8.62130000E+03  2.08900000E+03 -2.14860000E+03
    334 -8.31710000E+00  3.21410000E+00 -1.84320000E+00  1.59330000E+04  1.78790000E+04  6.29270000E+03
    335  7.89100000E+00  3.07310000E+00 -1.88700000E+00 -5.93370000E+03 -6.23480000E+03 -3.99210000E+03
    336 -7.84790000E+00  2.38420000E+00 -2.14490000E+00  1.08910000E+03 -8.60790000E+03 -1.21930000E+03
    337 -5.91410000E+00 -1.50170000E+00 -4.11880000E+00 -1.43010000E+04 -4.42780000E+03  2.14130000E+03
    338 -5.22520000E+00 -7.91120000E-01 -3.97560000E+00  1.05810000E+04  6.18550000E+03 -1.03920000E+02
    339 -5.50130000E+00 -2.40090000E+00 -3.97350000E+00  4.01950000E+03 -1.26330000E+03  5.53640000E+02
    340 -1.93710000E+00 -4.06680000E+00 -4.69350000E-02  3.38790000E+02  5.30390000E+02  1.33400000E+04
    341 -2.86040000E+00 -3.71300000E+00 -1.96870000E-01 -3.48210000E+03  9.85290000E+02 -3.84420000E+03
    342 -1.49050000E+00 -4.21860000E+00 -9.28690000E-01  1.91870000E+03 -8.78120000E+02 -8.78670000E+03
    343  2.84830000E+00  1.76900000E+00  5.77470000E+00  6.31510000E+03 -9.51600000E+03 -4.38870000E+03
    344  3.48820000E+00  2.39740000E+00  6.21690000E+00  2.30990000E+03  8.26650000E+03  6.43230000E+03
    345  1.91580000E+00  1.98190000E+00  6.06660000E+00 -8.04870000E+03  4.50770000E+03  1.73920000E+03
    346 -1.76770000E+00 -1.34910000E+00 -4.30070000E+00 -1.30760000E+04  2.93370000E+03 -7.70610000E+03
    347 -1.43050000E+00 -8.68360000E-01 -3.49130000E+00  5.24650000E+03  3.05380000E+03  6.55390000E+03
    348 -1.01460000E+00 -1.84640000E+00 -4.73150000E+00  6.26590000E+03 -4.67820000E+03  1.30710000E+03
    349  1.29740000E+00 -6.76010000E+00  4.01600000E+00  1.08520000E+04 -4.50450000E+02 -1.11670000E+04
    350  1.55470000E+00 -6.69570000E+00  4.98020000E+00 -1.04770000E+03  1.11940000E+03  9.30050000E+03
    351  3.01810000E-01 -6.81360000E+00  3.93900000E+00 -8.54680000E+03  7.25290000E+02  3.38480000E+03
    352  8.06000000E+00 -6.08760000E+00 -6.72220000E+00 -2.01710000E+03  4.19730000E+03  4.66990000E+02
    353 -8.15640000E+00 -5.89940000E+00 -6.77380000E+00  2.98480000E+03 -1.67080000E+03 -3.57090000E+02
    354  7.91420000E+00 -7.07070000E+00 -6.61140000E+00  1.88200000E+03 -3.38740000E+03  5.16050000E+01
    355  4.82710000E-01  4.22900000E+00 -6.68270000E+00  3.66760000E+03  2.79940000E+03  6.85130000E+03
    356  1.93300000E-01  3.27180000E+00 -6.67570000E+00 -2.59330000E+03 -5.37290000E+03 -2.41740000E+03
    357 -1.33460000E-01  4.75980000E+00 -7.26460000E+00 -2.72240000E+03 -1.28840000E+03 -3.43200000E+03
    358 -1.32530000E+00  1.76540000E-01 -1.91410000E+00 -3.70420000E+03 -1.70260000E+03 -1.35380000E+04
    359 -6.60910000E-01  2.83850000E-01 -1.17450000E+00  3.47790000E+03  3.84320000E+02  8.92460000E+03
    360 -2.22380000E+00 -3.21790000E-02 -1.52810000E+00 -1.74820000E+03 -8.59340000E+02  3.91820000E+03
    361 -2.62360000E+00  3.23400000E+00 -4.25100000E-01  9.49890000E+03  1.56100000E+03 -8.98910000E+03
    362 -3.12360000E+00  3.93370000E+00  8.51280000E-02 -5.21500000E+03  2.77490000E+03  2.83610000E+03
    363 -2.64980000E+00  2.37070000E+00  7.88830000E-02 -2.44180000E+03 -6.16380000E+03  6.17070000E+03
    364  7.34520000E+00 -4.64160000E+00 -4.09040000E+00 -7.33630000E+03  6.68750000E+03  6.22800000E+02
    365  7.11550000E+00 -4.92150000E+00 -5.02260000E+00  2.34100000E+03 -3.16790000E+03 -3.99860000E+03
    366  8.20270000E+00 -5.07510000E+00 -3.81340000E+00  6.15610000E+03 -4.68130000E+03  2.57550000E+03
    367 -4.33640000E+00  8.29750000E+00  5.35720000E+00 -4.19850000E+03  6.17970000E+02 -5.63380000E+03
    368 -4.32460000E+00  7.81580000E+00  6.23350000E+00  3.24590000E+03 -2.61910000E+03  4.87250000E+03
    369 -3.84640000E+00  7.75750000E+00  4.67290000E+00  5.68020000E+03 -6.70510000E+02  2.29410000E+02
    370  2.52730000E+00 -1.81660000E+00 -4.31220000E+00 -1.09850000E+04  9.74480000E+02  2.53560000E+03
    371  3.27600000E+00 -1.94560000E+00 -3.66190000E+00  5.19730000E+03  6.00150000E+02  2.06530000E+03
    372  2.87270000E+00 -1.92350000E+00 -5.24450000E+00  6.53490000E+03 -2.42400000E+03 -5.52610000E+03
    373  4.14860000E+00 -7.17380000E+00  8.28200000E+00 -2.59260000E+03  1.14520000E+04  7.40810000E+03
    374  4.38930000E+00 -6.62230000E+00  7.48330000E+00  1.25360000E+03 -1.56150000E+03 -3.84480000E+03
    375  3.90780000E+00 -8.09900000E+00  7.98860000E+00  3.32370000E+03 -7.95390000E+03 -4.63110000E+03
    376  3.38200000E+00 -1.04010000E-01 -1.72420000E+00 -2.04190000E+03 -8.21480000E+03  7.33050000E+03
    377  2.78630000E+00  6.41940000E-01 -2.02200000E+00 -3.17190000E+03  5.79000000E+03 -2.55390000E+03
    378  4.26500000E+00 -3.15860000E-02 -2.18800000E+00  3.63220000E+03  2.06380000E+03 -6.28870000E+03
    379 -8.81650000E-01 -4.83710000E+00 -7.49750000E+00 -5.04750000E+03 -3.46120000E+03 -8.22110000E+03
    380 -1.14570000E+00 -3.87270000E+00 -7.48280000E+00  9.14060000E+02  1.48290000E+03  2.21880000E+03
    381 -3.51430000E-01 -5.05060000E+00 -6.67690000E+00  3.66130000E+03 -2.15200000E+02  5.15440000E+03
    382  3.60550000E+00  4.64440000E+00  2.84870000E+00 -2.93080000E+02  1.45240000E+04  1.68720000E+03
    383  3.98930000E+00  3.92120000E+00  3.42280000E+00  2.02840000E+03 -9.25220000E+03  2.75690000E+02
    384  3.06120000E+00  4.23570000E+00  2.11620000E+00 -2.54030000E+03 -8.71670000E+03 -3.03100000E+03
    385 -8.60190000E-01 -8.58820000E+00  7.30770000E+00  4.10150000E+02 -4.61500000E+03  4.27590000E+03
    386 -1.00880000E+00 -7.72210000E+00  6.83060000E+00 -1.96230000E+02  5.20460000E+03 -3.23060000E+03
    387  6.48130000E-02  8.59130000E+00  7.68730000E+00  2.61950000E+03  2.69330000E+03 -2.31130000E+03
    388  5.57960000E+00 -6.98350000E+00  4.31220000E+00  6.89930000E+03  9.97620000E+03  7.07370000E+03
    389  5.17240000E+00 -7.21040000E+00  3.42750000E+00 -6.20870000E+03 -5.88720000E+03 -5.36390000E+03
    390  5.81890000E+00 -7.82560000E+00  4.79540000E+00 -1.82970000E+03 -3.84540000E+03 -5.67020000E+02
    391 -1.34020000E+00 -4.10460000E+00  2.63600000E+00  8.29920000E+03 -6.38810000E+03  9.01550000E+03
    392 -1.94080000E+00 -3.35790000E+00  2.92200000E+00 -5.13060000E+03  3.77140000E+03 -1.06110000E+03
    393 -1.21470000E+00 -4.07100000E+00  1.64450000E+00 -3.59200000E+03  2.21170000E+03 -8.32020000E+03
    394  4.42790000E+00  7.05460000E+00 -1.72400000E+00 -1.54580000E+04  8.37380000E+03 -4.40900000E+02
    395  4.62470000E+00  6.75350000E+00 -7.90890000E-01  6.22210000E+03 -1.09950000E+03  2.76810000E+03
    396  5.11550000E+00  6.68190000E+00 -2.34700000E+00  9.63270000E+03 -4.51330000E+03 -2.49500000E+03
    397 -4.61430000E+00  5.66630000E+00 -2.46550000E+00 -3.14790000E+03 -8.13650000E+02 -2.35780000E+03
    398 -4.23530000E+00  5.63620000E+00 -1.54060000E+00  2.20810000E+03 -3.86020000E+02  4.11720000E+03
    399 -4.09480000E+00  6.31790000E+00 -3.01810000E+00  7.10550000E+02  1.05380000E+03  4.29980000E+02
    400 -5.95130000E+00 -3.82080000E+00 -7.05770000E+00  1.50690000E+03 -1.06080000E+04 -3.17940000E+03
    401 -5.33770000E+00 -3.03250000E+00 -7.01210000E+00 -4.83410000E+00  5.57660000E+03  1.64590000E+03
    402 -6.89360000E+00 -3.51910000E+00 -6.91230000E+00 -1.14710000E+03  6.28340000E+03  1.57810000E+03
    403  7.01220000E-01  1.82400000E+00  3.02150000E+00 -4.42290000E+03 -1.10460000E+04 -6.15410000E+03
    404  1.22860000E+00  2.42450000E+00  2.42050000E+00  3.40870000E+03  5.51900000E+03 -2.93370000E+03
    405  9.51420000E-01  2.00100000E+00  3.97340000E+00  1.31640000E+03  3.35520000E+03  5.57870000E+03
    406 -5.72060000E+00  4.04390000E+00 -6.06880000E+00 -3.46190000E+03 -1.71370000E+04 -5.93840000E+03
    407 -5.96250000E+00  4.22930000E+00 -5.11640000E+00 -2.21700000E+03  7.14790000E+03  7.29070000E+03
    408 -5.13400000E+00  4.77700000E+00 -6.41300000E+00  4.48790000E+03  1.22420000E+04 -9.83720000E+02
    409  2.88980000E+00 -7.01260000E-01  1.97030000E+00  2.36280000E+03  1.00590000E+03  8.06040000E+03
    410  2.40580000E+00 -1.14290000E+00  1.21480000E+00 -1.23070000E+03 -4.50770000E+03 -5.66190000E+03
    411  2.51530000E+00  2.14320000E-01  2.11680000E+00 -1.09200000E+03  1.78600000E+03 -7.73500000E+02
    412  6.74850000E+00  2.22250000E+00  5.76760000E+00  3.64130000E+03  1.24420000E+04 -7.59370000E+03
    413  6.94010000E+00  1.24120000E+00  5.74670000E+00  1.05740000E+03 -1.02460000E+04  4.51000000E+03
    414  6.03860000E+00  2.40960000E+00  6.44650000E+00 -4.01870000E+03 -1.27350000E+03  4.67570000E+03
    415 -1.86380000E+00 -5.96590000E+00  6.50960000E+00  6.68820000E+03 -1.47630000E+04 -5.46660000E+02
    416 -2.52340000E+00 -5.23570000E+00  6.33120000E+00 -2.34570000E+03  1.17860000E+04 -2.19090000E+03
    417 -1.35150000E+00 -5.75680000E+00  7.34250000E+00  1.18110000E+03  4.01290000E+03  3.76850000E+03
    418  2.77890000E-01  4.36200000E-01  2.86100000E-01  6.14930000E+02  1.56180000E+03 -3.05630000E+03
    419  2.54480000E-01  8.35860000E-01  1.16750000E+00 -1.81490000E+03  3.37910000E+03  4.11890000E+03
    420  7.28540000E-01 -4.09940000E-01  4.25700000E-01  1.06360000E+03 -4.67570000E+03 -1.42060000E+03
